coords,lat,lng,name
"['52.00577', '33.2615']",52.00577,33.2615,"Новгород-Сіверський, Україна"
"['52.2967', '32.56979']",52.2967,32.56979,"Жовтневе, Україна"
"['47.48481', '34.41146']",47.48481,34.41146,"Кам'янка-Дніпровська, Україна"
"['48.77607', '25.87548']",48.77607,25.87548,"Більче, Україна"
"['48.54225', '28.11473']",48.54225,28.11473,"Чернівці (Вінницька область), Україна"
"['50.44295', '25.97751']",50.44295,25.97751,"Заруддя, Україна"
"['51.50551', '31.28487']",51.50551,31.28487,"Чернігів, Чернігівська область"
"['51.80105', '31.08383']",51.80105,31.08383,"Ріпки, Чернігівська область"
"['51.34567', '32.87794']",51.34567,32.87794,"Батурин, Чернігівська область"
"['51.25464', '32.4269']",51.25464,32.4269,"Борзна, Чернігівська область"
"['51.04801', '31.88688']",51.04801,31.88688,"Ніжин, Чернігівська область"
"['51.52387', '32.49985']",51.52387,32.49985,"Сосниця, Чернігівська область"
"['51.79419', '33.05582']",51.79419,33.05582,"Свердловка, Чернігівська область"
"['51.59374', '32.78931']",51.59374,32.78931,"Конятин, Чернігівська область"
"['51.89085', '31.59741']",51.89085,31.59741,"Городня, Чернігівська область"
"[None, None]",,,"Б.Вороб'ївська, Чернігівська область"
"['50.66384', '32.91867']",50.66384,32.91867,"Срібне, Чернігівська область"
"['51.56638', '32.95861']",51.56638,32.95861,"Короп, Чернігівська область"
"['51.42369', '32.99422']",51.42369,32.99422,"Атюша, Чернігівська область"
"['51.72622', '32.85255']",51.72622,32.85255,"Понорниця, Чернігівська область"
"['51.82308', '33.07011']",51.82308,33.07011,"Мезин, Чернігівська область"
"['51.18144', '32.83463']",51.18144,32.83463,"Бахмач, Чернігівська область"
"['50.49503', '32.71968']",50.49503,32.71968,"Варва, Чернігівська область"
"['50.86258', '32.39425']",50.86258,32.39425,"Ічня, Чернігівська область"
"['50.59323', '32.38761']",50.59323,32.38761,"Прилуки, Чернігівська область"
"['51.81865', '31.94504']",51.81865,31.94504,"Щорс, Чернігівська область"
"['50.91334', '31.1214']",50.91334,31.1214,"Козелець, Чернігівська область"
"['51.37345', '31.64661']",51.37345,31.64661,"Куликівка, Чернігівська область"
"['50.74693', '31.3948']",50.74693,31.3948,"Бобровиця, Чернігівська область"
"['50.9506', '30.88229']",50.9506,30.88229,"Остер, Чернігівська область"
"['51.70684', '33.14009']",51.70684,33.14009,"Розльоти, Чернігівська область"
"['51.51547', '32.70726']",51.51547,32.70726,"Шабалинів, Чернігівська область"
"[None, None]",,,"Н.Сіверський, Чернігівська область"
"['51.76877', '32.24813']",51.76877,32.24813,"Корюківка, Чернігівська область"
"['50.95783', '31.92085']",50.95783,31.92085,"Талалаївка, Чернігівська область"
"['51.11814', '32.43403']",51.11814,32.43403,"Плиски, Чернігівська область"
"['51.5217', '32.21568']",51.5217,32.21568,"Мена, Чернігівська область"
"['51.7026', '30.65692']",51.7026,30.65692,"Любеч, Чернігівська область"
"['50.1396', '32.12512']",50.1396,32.12512,"Шрамківка, Черкаська область"
"['49.42854', '32.06207']",49.42854,32.06207,"Черкаси, Черкаська область"
"['49.93936', '31.93198']",49.93936,31.93198,"Безпальче, Черкаська область"
"['50.19217', '32.0897']",50.19217,32.0897,"Кононівка, Черкаська область"
"['49.66832', '32.04047']",49.66832,32.04047,"Золотоноша, Черкаська область"
"['49.0318', '32.10396']",49.0318,32.10396,"Кам'янка, Черкаська область"
"['49.75182', '31.46004']",49.75182,31.46004,"Канів, Черкаська область"
"[None, None]",,,"Потоки, Черкаська область"
"['49.25229', '30.82946']",49.25229,30.82946,"Лисянка, Черкаська область"
"['48.96349', '30.33366']",48.96349,30.33366,"Маньківка, Черкаська область"
"['48.9909', '29.8047']",48.9909,29.8047,"Монастирище, Черкаська область"
"[None, None]",,,"Сміла (ст. Шевченка), Черкаська область"
"['49.22242', '31.88714']",49.22242,31.88714,"Сміла, Черкаська область"
"['48.74838', '30.22184']",48.74838,30.22184,"Умань, Черкаська область"
"[None, None]",,,"Мелітополь, Черкаська область"
"['49.24545', '30.1102']",49.24545,30.1102,"Жашків, Черкаська область"
"['48.81577', '29.97703']",48.81577,29.97703,"Христинівка, Черкаська область"
"['49.28489', '31.44513']",49.28489,31.44513,"Городище, Черкаська область"
"['49.08376', '32.65549']",49.08376,32.65549,"Чигирин, Черкаська область"
"['49.24924', '31.00756']",49.24924,31.00756,"Моринці, Черкаська область"
"['49.01502', '31.06211']",49.01502,31.06211,"Ватутіне, Черкаська область"
"['48.9553', '30.96823']",48.9553,30.96823,"Катеринопіль, Черкаська область"
"['48.87528', '30.88228']",48.87528,30.88228,"Колодисте, Черкаська область"
"[None, None]",,,"Запоріжжя, Черкаська область"
"[None, None]",,,"Енергодар, Черкаська область"
"['49.38091', '32.68108']",49.38091,32.68108,"Жовнине, Черкаська область"
"['49.66644', '32.32932']",49.66644,32.32932,"Чорнобай, Черкаська область"
"['48.76442', '30.97396']",48.76442,30.97396,"Ямпіль, Черкаська область"
"[None, None]",,,"Москаленики, Черкаська область"
"['49.07866', '30.96755']",49.07866,30.96755,"Звенигородка, Черкаська область"
"['49.53856', '32.55775']",49.53856,32.55775,"Степове, Черкаська область"
"['48.99062', '30.98818']",48.99062,30.98818,"Єрки, Черкаська область"
"['49.39963', '30.96799']",49.39963,30.96799,"Сидорівка, Черкаська область"
"[None, None]",,,"Ярошівка, Черкаська область"
"['50.11919', '32.24892']",50.11919,32.24892,"Степанівка, Черкаська область"
"['49.96029', '32.1407']",49.96029,32.1407,"Драбів, Черкаська область"
"['50.17053', '32.05794']",50.17053,32.05794,"Ковалівка, Черкаська область"
"['49.94131', '32.37656']",49.94131,32.37656,"Білоусівка, Черкаська область"
"[None, None]",,,"В.Згарська, Черкаська область"
"['49.8371', '32.33459']",49.8371,32.33459,"Богданівка, Черкаська область"
"['50.00482', '32.30342']",50.00482,32.30342,"Перервинці, Черкаська область"
"[None, None]",,,"м.Золотоноша, Черкаська область"
"[None, None]",,,"Кобилянка, Черкаська область"
"[None, None]",,,"Корсунь АС — Драбівка                                 (через с, Черкаська область"
"[None, None]",,,"Корсунь АС —Бровахи                                                                  (через с.Кірове,с.Буда, Черкаська область"
"[None, None]",,,"Корсунь АС —Виграїв ( через с.Моринці,с.Нехворощ,с, Черкаська область"
"[None, None]",,,"ст. ім.Т.Шевченка, Черкаська область"
"['49.16189', '31.9308']",49.16189,31.9308,"Велика Яблунівка, Черкаська область"
"[None, None]",,,"Сміла (райлікарня), Черкаська область"
"['48.88877', '30.69482']",48.88877,30.69482,"Тальне, Черкаська область"
"[None, None]",,,"с. Ліщинівка, Черкаська область"
"['49.37281', '32.15742']",49.37281,32.15742,"Червона Слобода, Черкаська область"
"['49.45167', '31.9504']",49.45167,31.9504,"Геронимівка, Черкаська область"
"['49.52754', '31.73708']",49.52754,31.73708,"Мошни, Черкаська область"
"['49.72579', '32.51869']",49.72579,32.51869,"Хрестителеве, Черкаська область"
"['49.00687', '31.39471']",49.00687,31.39471,"Шпола, Черкаська область"
"[None, None]",,,"Мар’ївка (ЗА), Донецька область"
"['48.40642', '37.18111']",48.40642,37.18111,"Білицьке, Донецька область"
"['48.59559', '37.99987']",48.59559,37.99987,"Бахмут, Донецька область"
"[None, None]",,,"Слов’янськ, Донецька область"
"['48.72305', '37.55629']",48.72305,37.55629,"Краматорськ, Донецька область"
"['47.09514', '37.54131']",47.09514,37.54131,"Маріуполь, Донецька область"
"[None, None]",,,"Покровськ (АС), Донецька область"
"[None, None]",,,"Павлівка (ЗА), Донецька область"
"['47.78031', '37.25064']",47.78031,37.25064,"Вугледар, Донецька область"
"[None, None]",,,"Волноваха (АС), Донецька область"
"[None, None]",,,"Златоустівка (ЗА), Донецька область"
"['48.14708', '37.30032']",48.14708,37.30032,"Селидове, Донецька область"
"[None, None]",,,"Велика Новосілка (АС), Донецька область"
"[None, None]",,,"Торське (ЗА), Донецька область"
"[None, None]",,,"Костянтинівка (ДС КВПК АС Краматорськ м. Костянтинівка вул. Ломоносова), Донецька область"
"[None, None]",,,"Святогірськ (АС), Донецька область"
"[None, None]",,,"Торецьк (АС), Донецька область"
"[None, None]",,,"Курахове (АС), Донецька область"
"['48.5277', '37.7069']",48.5277,37.7069,"Костянтинівка, Донецька область"
"[None, None]",,,"В.Новосілка (АС), Донецька область"
"[None, None]",,,"Слов'янськ, Донецька область"
"[None, None]",,,"Мирноград (АС Світлий), Донецька область"
"['48.13989', '37.74255']",48.13989,37.74255,"Авдіївка, Донецька область"
"[None, None]",,,"Єнакієве (АС), Донецька область"
"[None, None]",,,"Володарське (ЗА), Донецька область"
"[None, None]",,,"Димитров (ДП Світлий), Донецька область"
"['47.75', '38.5']",47.75,38.5,"Амвросіївка, Донецька область"
"['47.15759', '38.22824']",47.15759,38.22824,"Новоазовськ, Донецька область"
"[None, None]",,,"Клинкине(ЗА), Донецька область"
"[None, None]",,,"Сєдове (АС), Донецька область"
"['47.40994', '38.02476']",47.40994,38.02476,"Тельманове, Донецька область"
"[None, None]",,,"Комсомольське (АС), Донецька область"
"['48.023', '37.80224']",48.023,37.80224,"Донецьк, Донецька область"
"[None, None]",,,"Дебальцеве (АС), Донецька область"
"[None, None]",,,"Світлодарськ (АС), Донецька область"
"[None, None]",,,"Білозерське (АС), Донецька область"
"['48.46147', '37.08524']",48.46147,37.08524,"Добропілля, Донецька область"
"['48.03876', '38.59685']",48.03876,38.59685,"Торез, Донецька область"
"[None, None]",,,"Донецьк (АС Східна), Донецька область"
"[None, None]",,,"Сніжне (АС), Донецька область"
"[None, None]",,,"Кіровське (АС), Донецька область"
"[None, None]",,,"Горлівка (АС), Донецька область"
"[None, None]",,,"Сопіне (ЗА), Донецька область"
"[None, None]",,,"Покровськ, Донецька область"
"[None, None]",,,"Святогірськ, Донецька область"
"[None, None]",,,"Краматорськ (ЗА Зал. вокзал), Донецька область"
"['48.98837', '37.80225']",48.98837,37.80225,"Лиман, Донецька область"
"[None, None]",,,"Лиман (ЗА Базарна), Донецька область"
"[None, None]",,,"Лиман (ЗА Південна сторона), Донецька область"
"[None, None]",,,"Дружківка (ЗА Зал. вокзал), Донецька область"
"[None, None]",,,"Малоянісоль (ЗА), Донецька область"
"[None, None]",,,"Дружківка (ЗА ЦМЛ), Донецька область"
"[None, None]",,,"Дружківка (ЗА Курган Слави), Донецька область"
